row_index,wav_path,speaker_id,gender,nativeness,reference_raw,reference_norm,prediction_base_raw,prediction_ablated_raw,prediction_base_norm,prediction_ablated_norm,wer_base,wer_ablated,wer_delta,cer_base,cer_ablated,cer_delta,ablation_layer,error,transcript_path,reference_fixed_raw,transcript_error,reference_fixed_norm,prediction_base_norm_fixed,prediction_ablated_norm_fixed,wer_base_fixed,wer_ablated_fixed,wer_delta_fixed,cer_base_fixed,cer_ablated_fixed,cer_delta_fixed
1237,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence9/Sp8_NM_S9_7.wav,N_Sp8_M,M,native,9,9, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,9.0,9.0,0.0,45.0,45.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S9.txt,صلى الله على نبينا محمد و على آله و صحبه أجمعين,,صلي الله علي نبينا محمد و علي اله و صحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,0.36363636363636365,0.36363636363636365,0.0,0.0425531914893617,0.0425531914893617,0.0
1238,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence9/Sp8_NM_S9_8.wav,N_Sp8_M,M,native,9,9, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,9.0,9.0,0.0,45.0,45.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S9.txt,صلى الله على نبينا محمد و على آله و صحبه أجمعين,,صلي الله علي نبينا محمد و علي اله و صحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,0.36363636363636365,0.36363636363636365,0.0,0.0425531914893617,0.0425531914893617,0.0
1239,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence9/Sp8_NM_S9_1.wav,N_Sp8_M,M,native,9,9, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,9.0,9.0,0.0,45.0,45.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S9.txt,صلى الله على نبينا محمد و على آله و صحبه أجمعين,,صلي الله علي نبينا محمد و علي اله و صحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,0.36363636363636365,0.36363636363636365,0.0,0.0425531914893617,0.0425531914893617,0.0
1240,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence9/Sp8_NM_S9_6.wav,N_Sp8_M,M,native,9,9, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,9.0,9.0,0.0,45.0,45.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S9.txt,صلى الله على نبينا محمد و على آله و صحبه أجمعين,,صلي الله علي نبينا محمد و علي اله و صحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,0.36363636363636365,0.36363636363636365,0.0,0.0425531914893617,0.0425531914893617,0.0
1241,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence9/Sp8_NM_S9_5.wav,N_Sp8_M,M,native,9,9, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,9.0,9.0,0.0,45.0,45.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S9.txt,صلى الله على نبينا محمد و على آله و صحبه أجمعين,,صلي الله علي نبينا محمد و علي اله و صحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,0.36363636363636365,0.36363636363636365,0.0,0.0425531914893617,0.0425531914893617,0.0
1242,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence9/Sp8_NM_S9_4.wav,N_Sp8_M,M,native,9,9, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,9.0,9.0,0.0,45.0,45.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S9.txt,صلى الله على نبينا محمد و على آله و صحبه أجمعين,,صلي الله علي نبينا محمد و علي اله و صحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,0.36363636363636365,0.36363636363636365,0.0,0.0425531914893617,0.0425531914893617,0.0
1243,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence9/Sp8_NM_S9_2.wav,N_Sp8_M,M,native,9,9, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,9.0,9.0,0.0,45.0,45.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S9.txt,صلى الله على نبينا محمد و على آله و صحبه أجمعين,,صلي الله علي نبينا محمد و علي اله و صحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,0.36363636363636365,0.36363636363636365,0.0,0.0425531914893617,0.0425531914893617,0.0
1244,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence9/Sp8_NM_S9_3.wav,N_Sp8_M,M,native,9,9, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين, صلى الله على نبينا محمد وعلى آله وصحبه أجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,9.0,9.0,0.0,45.0,45.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S9.txt,صلى الله على نبينا محمد و على آله و صحبه أجمعين,,صلي الله علي نبينا محمد و علي اله و صحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,صلي الله علي نبينا محمد وعلي اله وصحبه اجمعين,0.36363636363636365,0.36363636363636365,0.0,0.0425531914893617,0.0425531914893617,0.0
1245,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence7/Sp8_NM_S7_3.wav,N_Sp8_M,M,native,7,7, مغفرة وأجرا عظيما, مغفرة وأجرا عظيما,مغفره واجرا عظيما,مغفره واجرا عظيما,3.0,3.0,0.0,17.0,17.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S7.txt,مغفرة و أجراً عظيما,,مغفره و اجرا عظيما,مغفره واجرا عظيما,مغفره واجرا عظيما,0.5,0.5,0.0,0.05555555555555555,0.05555555555555555,0.0
1246,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence7/Sp8_NM_S7_5.wav,N_Sp8_M,M,native,7,7, مغفرة وأجرا عظيما, مغفرة وأجرا عظيما,مغفره واجرا عظيما,مغفره واجرا عظيما,3.0,3.0,0.0,17.0,17.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S7.txt,مغفرة و أجراً عظيما,,مغفره و اجرا عظيما,مغفره واجرا عظيما,مغفره واجرا عظيما,0.5,0.5,0.0,0.05555555555555555,0.05555555555555555,0.0
1247,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence7/Sp8_NM_S7_6.wav,N_Sp8_M,M,native,7,7, مغفرة وأجرا عظيما, مغفرة وأجرا عظيما,مغفره واجرا عظيما,مغفره واجرا عظيما,3.0,3.0,0.0,17.0,17.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S7.txt,مغفرة و أجراً عظيما,,مغفره و اجرا عظيما,مغفره واجرا عظيما,مغفره واجرا عظيما,0.5,0.5,0.0,0.05555555555555555,0.05555555555555555,0.0
1248,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence7/Sp8_NM_S7_7.wav,N_Sp8_M,M,native,7,7, مغفرة وعجر عظيمة, مغفرة وعجر عظيمة,مغفره وعجر عظيمه,مغفره وعجر عظيمه,3.0,3.0,0.0,16.0,16.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S7.txt,مغفرة و أجراً عظيما,,مغفره و اجرا عظيما,مغفره وعجر عظيمه,مغفره وعجر عظيمه,0.75,0.75,0.0,0.2222222222222222,0.2222222222222222,0.0
1249,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence7/Sp8_NM_S7_2.wav,N_Sp8_M,M,native,7,7, مغفرة وأجرا عظيما, مغفرة وأجرا عظيما,مغفره واجرا عظيما,مغفره واجرا عظيما,3.0,3.0,0.0,17.0,17.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S7.txt,مغفرة و أجراً عظيما,,مغفره و اجرا عظيما,مغفره واجرا عظيما,مغفره واجرا عظيما,0.5,0.5,0.0,0.05555555555555555,0.05555555555555555,0.0
1250,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence7/Sp8_NM_S7_4.wav,N_Sp8_M,M,native,7,7, مغفرة وأجرا عظيما, مغفرة وأجرا عظيما,مغفره واجرا عظيما,مغفره واجرا عظيما,3.0,3.0,0.0,17.0,17.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S7.txt,مغفرة و أجراً عظيما,,مغفره و اجرا عظيما,مغفره واجرا عظيما,مغفره واجرا عظيما,0.5,0.5,0.0,0.05555555555555555,0.05555555555555555,0.0
1251,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence7/Sp8_NM_S7_1.wav,N_Sp8_M,M,native,7,7, مغفرة وأجرا عظيما, مغفرة وأجرا عظيما,مغفره واجرا عظيما,مغفره واجرا عظيما,3.0,3.0,0.0,17.0,17.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S7.txt,مغفرة و أجراً عظيما,,مغفره و اجرا عظيما,مغفره واجرا عظيما,مغفره واجرا عظيما,0.5,0.5,0.0,0.05555555555555555,0.05555555555555555,0.0
1252,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence4/Sp8_NM_S4_4.wav,N_Sp8_M,M,native,4,4, غير المغضوب عليهم ولا الضالين, غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,5.0,5.0,0.0,29.0,29.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S4.txt,غير المغضوب عليهم و لا الضالين,,غير المغضوب عليهم و لا الضالين,غير المغضوب عليهم ولا الضالين,غير المغضوب عليهم ولا الضالين,0.3333333333333333,0.3333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.0
1253,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence4/Sp8_NM_S4_3.wav,N_Sp8_M,M,native,4,4, غير المغبوب عليهم ولو بادلين, غير المغبوب عليهم ولو بادلين,غير المغبوب عليهم ولو بادلين,غير المغبوب عليهم ولو بادلين,5.0,5.0,0.0,28.0,28.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S4.txt,غير المغضوب عليهم و لا الضالين,,غير المغضوب عليهم و لا الضالين,غير المغبوب عليهم ولو بادلين,غير المغبوب عليهم ولو بادلين,0.6666666666666666,0.6666666666666666,0.0,0.23333333333333334,0.23333333333333334,0.0
1254,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence4/Sp8_NM_S4_5.wav,N_Sp8_M,M,native,4,4, غير المغبوب عليهم ولم بادلن, غير المغبوب عليهم ولم بادلن,غير المغبوب عليهم ولم بادلن,غير المغبوب عليهم ولم بادلن,5.0,5.0,0.0,27.0,27.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S4.txt,غير المغضوب عليهم و لا الضالين,,غير المغضوب عليهم و لا الضالين,غير المغبوب عليهم ولم بادلن,غير المغبوب عليهم ولم بادلن,0.6666666666666666,0.6666666666666666,0.0,0.26666666666666666,0.26666666666666666,0.0
1255,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence4/Sp8_NM_S4_2.wav,N_Sp8_M,M,native,4,4, غير المغبوب عليهم ولا الضالين, غير المغبوب عليهم ولا الضالين,غير المغبوب عليهم ولا الضالين,غير المغبوب عليهم ولا الضالين,5.0,5.0,0.0,29.0,29.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S4.txt,غير المغضوب عليهم و لا الضالين,,غير المغضوب عليهم و لا الضالين,غير المغبوب عليهم ولا الضالين,غير المغبوب عليهم ولا الضالين,0.5,0.5,0.0,0.06666666666666667,0.06666666666666667,0.0
1256,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence4/Sp8_NM_S4_1.wav,N_Sp8_M,M,native,4,4, غير المعبوب عليهم ولا الضالين, غير المعذوب عليهم ولا الضالين,غير المعبوب عليهم ولا الضالين,غير المعذوب عليهم ولا الضالين,5.0,5.0,0.0,29.0,29.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S4.txt,غير المغضوب عليهم و لا الضالين,,غير المغضوب عليهم و لا الضالين,غير المعبوب عليهم ولا الضالين,غير المعذوب عليهم ولا الضالين,0.5,0.5,0.0,0.1,0.1,0.0
1257,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence4/Sp8_NM_S4_6.wav,N_Sp8_M,M,native,4,4, غير المغبوب عليهم ولو بالين, غير المغبوب عليهم ولو بالين,غير المغبوب عليهم ولو بالين,غير المغبوب عليهم ولو بالين,5.0,5.0,0.0,27.0,27.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S4.txt,غير المغضوب عليهم و لا الضالين,,غير المغضوب عليهم و لا الضالين,غير المغبوب عليهم ولو بالين,غير المغبوب عليهم ولو بالين,0.6666666666666666,0.6666666666666666,0.0,0.2,0.2,0.0
1258,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence2/Sp8_NM_S2_5.wav,N_Sp8_M,M,native,2,2, إياك نعبد وإياك نستعين, إياك نعبد وإياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S2.txt,إياك نعبد و إياك نستعين,,اياك نعبد و اياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,0.4,0.4,0.0,0.043478260869565216,0.043478260869565216,0.0
1259,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence2/Sp8_NM_S2_3.wav,N_Sp8_M,M,native,2,2, إياك نعبد وإياك نستعين, إياك نعبد وإياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S2.txt,إياك نعبد و إياك نستعين,,اياك نعبد و اياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,0.4,0.4,0.0,0.043478260869565216,0.043478260869565216,0.0
1260,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence2/Sp8_NM_S2_1.wav,N_Sp8_M,M,native,2,2, إياك نعبد وإياك نستهي, إياك نعبد وإياك نستهي,اياك نعبد واياك نستهي,اياك نعبد واياك نستهي,4.0,4.0,0.0,21.0,21.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S2.txt,إياك نعبد و إياك نستعين,,اياك نعبد و اياك نستعين,اياك نعبد واياك نستهي,اياك نعبد واياك نستهي,0.6,0.6,0.0,0.13043478260869565,0.13043478260869565,0.0
1261,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence2/Sp8_NM_S2_4.wav,N_Sp8_M,M,native,2,2, إياك نعبد وإياك نستعين, إياك نعبد وإياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S2.txt,إياك نعبد و إياك نستعين,,اياك نعبد و اياك نستعين,اياك نعبد واياك نستعين,اياك نعبد واياك نستعين,0.4,0.4,0.0,0.043478260869565216,0.043478260869565216,0.0
1262,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker8/sentence2/Sp8_NM_S2_2.wav,N_Sp8_M,M,native,2,2, إياك نعبد وإياك نستحين, إياك نعبد وإياك نستحين,اياك نعبد واياك نستحين,اياك نعبد واياك نستحين,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp8_NM_S2.txt,إياك نعبد و إياك نستعين,,اياك نعبد و اياك نستعين,اياك نعبد واياك نستحين,اياك نعبد واياك نستحين,0.6,0.6,0.0,0.08695652173913043,0.08695652173913043,0.0
1263,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker9/sentence3/Sp9_NM_S3_3.wav,N_Sp9_M,M,native,3,3, سراط الذين أنعمت عليهم, سراط الذين أنعمت عليهم,سراط الذين انعمت عليهم,سراط الذين انعمت عليهم,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp9_NM_S3.txt,صراط الذين أنعمت عليهم,,صراط الذين انعمت عليهم,سراط الذين انعمت عليهم,سراط الذين انعمت عليهم,0.25,0.25,0.0,0.045454545454545456,0.045454545454545456,0.0
1264,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker9/sentence3/Sp9_NM_S3_6.wav,N_Sp9_M,M,native,3,3, صراط الذين أنعمت عليهم, صراط الذين أنعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp9_NM_S3.txt,صراط الذين أنعمت عليهم,,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,0.0,0.0,0.0,0.0,0.0,0.0
1265,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker9/sentence3/Sp9_NM_S3_10.wav,N_Sp9_M,M,native,3,3, صراط الذين أنعمت عليهم, صراط الذين أنعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp9_NM_S3.txt,صراط الذين أنعمت عليهم,,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,0.0,0.0,0.0,0.0,0.0,0.0
1266,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker9/sentence3/Sp9_NM_S3_5.wav,N_Sp9_M,M,native,3,3, صراط الذين أنعمت عليهم, صراط الذين أنعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp9_NM_S3.txt,صراط الذين أنعمت عليهم,,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,0.0,0.0,0.0,0.0,0.0,0.0
1267,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker9/sentence3/Sp9_NM_S3_7.wav,N_Sp9_M,M,native,3,3, سراط الذين أنعمت عليهم, سراط الذين أنعمت عليهم,سراط الذين انعمت عليهم,سراط الذين انعمت عليهم,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp9_NM_S3.txt,صراط الذين أنعمت عليهم,,صراط الذين انعمت عليهم,سراط الذين انعمت عليهم,سراط الذين انعمت عليهم,0.25,0.25,0.0,0.045454545454545456,0.045454545454545456,0.0
1268,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker9/sentence3/Sp9_NM_S3_8.wav,N_Sp9_M,M,native,3,3, صراط الذين أنعمت عليهم, صراط الذين أنعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp9_NM_S3.txt,صراط الذين أنعمت عليهم,,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,0.0,0.0,0.0,0.0,0.0,0.0
1269,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker9/sentence3/Sp9_NM_S3_1.wav,N_Sp9_M,M,native,3,3, صراط الذين أنعمت عليهم, صراط الذين أنعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp9_NM_S3.txt,صراط الذين أنعمت عليهم,,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,0.0,0.0,0.0,0.0,0.0,0.0
1270,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker9/sentence3/Sp9_NM_S3_4.wav,N_Sp9_M,M,native,3,3, صراط الذين أنعمت عليهم, صراط الذين أنعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp9_NM_S3.txt,صراط الذين أنعمت عليهم,,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,0.0,0.0,0.0,0.0,0.0,0.0
1271,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker9/sentence3/Sp9_NM_S3_9.wav,N_Sp9_M,M,native,3,3, صراط الذين أنعمت عليهم, صراط الذين أنعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp9_NM_S3.txt,صراط الذين أنعمت عليهم,,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,صراط الذين انعمت عليهم,0.0,0.0,0.0,0.0,0.0,0.0
1272,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker9/sentence3/Sp9_NM_S3_2.wav,N_Sp9_M,M,native,3,3, سراط الذين أنعمت عليهم, سراط الذين أنعمت عليهم,سراط الذين انعمت عليهم,سراط الذين انعمت عليهم,4.0,4.0,0.0,22.0,22.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp9_NM_S3.txt,صراط الذين أنعمت عليهم,,صراط الذين انعمت عليهم,سراط الذين انعمت عليهم,سراط الذين انعمت عليهم,0.25,0.25,0.0,0.045454545454545456,0.045454545454545456,0.0
1273,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker9/sentence5/Sp9_NM_S5_4.wav,N_Sp9_M,M,native,5,5, تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا, تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,8.0,8.0,0.0,43.0,43.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp9_NM_S5.txt,تراهم ركعاً سجداً يبتغون فضلاً من الله و رضوانا,,تراهم ركعا سجدا يبتغون فضلا من الله و رضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,0.2222222222222222,0.2222222222222222,0.0,0.022727272727272728,0.022727272727272728,0.0
1274,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/Speaker9/sentence5/Sp9_NM_S5_1.wav,N_Sp9_M,M,native,5,5, تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا, تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,8.0,8.0,0.0,43.0,43.0,0.0,8,,/N/slate/mabdo/KSU/project/L2-KSU/data/native_speakers/Males/transcript/Sp9_NM_S5.txt,تراهم ركعاً سجداً يبتغون فضلاً من الله و رضوانا,,تراهم ركعا سجدا يبتغون فضلا من الله و رضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,تراهم ركعا سجدا يبتغون فضلا من الله ورضوانا,0.2222222222222222,0.2222222222222222,0.0,0.022727272727272728,0.022727272727272728,0.0
